date,center_name,attendance_count
2018-05-29,West Penn Community Center,62
2018-05-25,Phillips Community Center,69
2018-05-25,Warrington Community Center,10
2018-05-25,Brookline Community Center,36
2018-05-25,Paulson Community Center,23
2018-05-25,Ormsby Community Center,45
2018-05-25,West Penn Community Center,31
2018-05-24,Warrington Community Center,10
2018-05-24,Phillips Community Center,63
2018-05-24,Ammon Community Center,98
2018-05-24,Brookline Community Center,39
2018-05-24,Jefferson Community Center,47
2018-05-24,Ormsby Community Center,54
2018-05-24,Paulson Community Center,28
2018-05-24,West Penn Community Center,94
2018-05-23,Phillips Community Center,105
2018-05-23,Warrington Community Center,18
2018-05-23,Jefferson Community Center,55
2018-05-23,Brookline Community Center,47
2018-05-23,Paulson Community Center,24
2018-05-23,Ormsby Community Center,35
2018-05-23,West Penn Community Center,57
2018-05-22,Warrington Community Center,16
2018-05-22,Phillips Community Center,97
2018-05-22,Ammon Community Center,135
2018-05-22,Brookline Community Center,68
2018-05-22,Jefferson Community Center,44
2018-05-22,Ormsby Community Center,21
2018-05-22,Paulson Community Center,25
2018-05-22,West Penn Community Center,76
2018-05-21,Phillips Community Center,180
2018-05-21,Warrington Community Center,17
2018-05-21,Ammon Community Center,111
2018-05-21,Jefferson Community Center,48
2018-05-21,Brookline Community Center,54
2018-05-21,Paulson Community Center,15
2018-05-21,Ormsby Community Center,51
2018-05-21,West Penn Community Center,66
2018-05-19,Phillips Community Center,62
2018-05-19,Brookline Community Center,6
2018-05-19,West Penn Community Center,41
2018-05-18,Phillips Community Center,119
2018-05-18,Warrington Community Center,17
2018-05-18,Brookline Community Center,29
2018-05-18,Jefferson Community Center,37
2018-05-18,Ormsby Community Center,16
2018-05-18,Paulson Community Center,7
2018-05-18,West Penn Community Center,39
2018-05-17,Warrington Community Center,21
2018-05-17,Phillips Community Center,112
2018-05-17,Ammon Community Center,54
2018-05-17,Jefferson Community Center,37
2018-05-17,Brookline Community Center,20
2018-05-17,Paulson Community Center,19
2018-05-17,Ormsby Community Center,54
2018-05-17,West Penn Community Center,123
2018-05-16,Phillips Community Center,122
2018-05-16,Warrington Community Center,10
2018-05-16,Ammon Community Center,79
2018-05-16,Brookline Community Center,65
2018-05-16,Jefferson Community Center,43
2018-05-16,Ormsby Community Center,43
2018-05-16,Paulson Community Center,18
2018-05-16,West Penn Community Center,56
2018-05-15,Phillips Community Center,183
2018-05-15,Ammon Community Center,34
2018-05-15,Jefferson Community Center,40
2018-05-15,Brookline Community Center,1
2018-05-15,Paulson Community Center,27
2018-05-15,Ormsby Community Center,48
2018-05-15,West Penn Community Center,74
2018-05-14,Phillips Community Center,127
2018-05-14,Warrington Community Center,30
2018-05-14,Ammon Community Center,114
2018-05-14,Brookline Community Center,46
2018-05-14,Ormsby Community Center,53
2018-05-14,Paulson Community Center,25
2018-05-14,West Penn Community Center,45
2018-05-12,Phillips Community Center,20
2018-05-12,Brookline Community Center,30
2018-05-12,West Penn Community Center,34
2018-05-11,Phillips Community Center,91
2018-05-11,Warrington Community Center,16
2018-05-11,Brookline Community Center,24
2018-05-11,Paulson Community Center,28
2018-05-11,Ormsby Community Center,41
2018-05-11,West Penn Community Center,54
2018-05-10,Warrington Community Center,22
2018-05-10,Phillips Community Center,118
2018-05-10,Ammon Community Center,63
2018-05-10,Brookline Community Center,44
2018-05-10,Ormsby Community Center,47
2018-05-10,Paulson Community Center,26
2018-05-10,West Penn Community Center,113
2018-05-09,Phillips Community Center,150
2018-05-09,Warrington Community Center,15
2018-05-09,Ammon Community Center,44
2018-05-09,Brookline Community Center,56
2018-05-09,Paulson Community Center,29
2018-05-09,Ormsby Community Center,39
2018-05-09,West Penn Community Center,61
2018-05-08,Warrington Community Center,27
2018-05-08,Phillips Community Center,150
2018-05-08,Ammon Community Center,98
2018-05-08,Brookline Community Center,68
2018-05-08,Ormsby Community Center,34
2018-05-08,Paulson Community Center,29
2018-05-08,West Penn Community Center,76
2018-05-07,Phillips Community Center,176
2018-05-07,Warrington Community Center,24
2018-05-07,Ammon Community Center,56
2018-05-07,Brookline Community Center,66
2018-05-07,Paulson Community Center,29
2018-05-07,Ormsby Community Center,21
2018-05-07,West Penn Community Center,34
2018-05-05,Phillips Community Center,26
2018-05-05,Brookline Community Center,20
2018-05-05,West Penn Community Center,52
2018-05-04,Phillips Community Center,96
2018-05-04,Warrington Community Center,7
2018-05-04,Ammon Community Center,84
2018-05-04,Brookline Community Center,27
2018-05-04,Ormsby Community Center,40
2018-05-04,Paulson Community Center,27
2018-05-04,West Penn Community Center,46
2018-05-03,Warrington Community Center,14
2018-05-03,Phillips Community Center,127
2018-05-03,Ammon Community Center,92
2018-05-03,Brookline Community Center,47
2018-05-03,Jefferson Community Center,25
2018-05-03,Paulson Community Center,17
2018-05-03,Ormsby Community Center,52
2018-05-03,West Penn Community Center,124
2018-05-02,Phillips Community Center,136
2018-05-02,Warrington Community Center,14
2018-05-02,Ammon Community Center,74
2018-05-02,Jefferson Community Center,49
2018-05-02,Brookline Community Center,58
2018-05-02,Ormsby Community Center,48
2018-05-02,Paulson Community Center,30
2018-05-02,West Penn Community Center,51
2018-05-01,Warrington Community Center,14
2018-05-01,Phillips Community Center,123
2018-05-01,Ammon Community Center,99
2018-05-01,Brookline Community Center,49
2018-05-01,Magee Community Center,2
2018-05-01,Paulson Community Center,13
2018-05-01,Ormsby Community Center,43
2018-05-01,West Penn Community Center,52
2018-04-30,Phillips Community Center,128
2018-04-30,Warrington Community Center,25
2018-04-30,Ammon Community Center,27
2018-04-30,Brookline Community Center,48
2018-04-30,Jefferson Community Center,28
2018-04-30,Ormsby Community Center,61
2018-04-30,Paulson Community Center,16
2018-04-30,West Penn Community Center,42
2018-04-28,Phillips Community Center,12
2018-04-28,Ammon Community Center,14
2018-04-28,Brookline Community Center,13
2018-04-28,West Penn Community Center,44
2018-04-27,Phillips Community Center,107
2018-04-27,Warrington Community Center,18
2018-04-27,Ammon Community Center,86
2018-04-27,Brookline Community Center,46
2018-04-27,Jefferson Community Center,14
2018-04-27,Paulson Community Center,27
2018-04-27,Ormsby Community Center,63
2018-04-27,West Penn Community Center,37
2018-04-26,Warrington Community Center,28
2018-04-26,Phillips Community Center,101
2018-04-26,Ammon Community Center,98
2018-04-26,Jefferson Community Center,32
2018-04-26,Brookline Community Center,52
2018-04-26,Ormsby Community Center,45
2018-04-26,Paulson Community Center,21
2018-04-26,West Penn Community Center,113
2018-04-25,Phillips Community Center,199
2018-04-25,Warrington Community Center,20
2018-04-25,Ammon Community Center,91
2018-04-25,Brookline Community Center,57
2018-04-25,Jefferson Community Center,31
2018-04-25,Paulson Community Center,22
2018-04-25,Ormsby Community Center,57
2018-04-25,West Penn Community Center,71
2018-04-24,Warrington Community Center,38
2018-04-24,Phillips Community Center,112
2018-04-24,Ammon Community Center,114
2018-04-24,Jefferson Community Center,21
2018-04-24,Brookline Community Center,75
2018-04-24,Ormsby Community Center,35
2018-04-24,Paulson Community Center,16
2018-04-24,West Penn Community Center,149
2018-04-23,Phillips Community Center,163
2018-04-23,Warrington Community Center,41
2018-04-23,Ammon Community Center,94
2018-04-23,Brookline Community Center,65
2018-04-23,Jefferson Community Center,41
2018-04-23,Paulson Community Center,11
2018-04-23,Ormsby Community Center,61
2018-04-23,West Penn Community Center,68
2018-04-21,Phillips Community Center,15
2018-04-21,Brookline Community Center,28
2018-04-21,West Penn Community Center,38
2018-04-20,Phillips Community Center,128
2018-04-20,Warrington Community Center,28
2018-04-20,Ammon Community Center,92
2018-04-20,Brookline Community Center,39
2018-04-20,Jefferson Community Center,27
2018-04-20,Magee Community Center,17
2018-04-20,Ormsby Community Center,75
2018-04-20,Paulson Community Center,22
2018-04-20,West Penn Community Center,38
2018-04-19,Warrington Community Center,41
2018-04-19,Phillips Community Center,101
2018-04-19,Ammon Community Center,100
2018-04-19,Magee Community Center,13
2018-04-19,Jefferson Community Center,26
2018-04-19,Brookline Community Center,51
2018-04-19,Paulson Community Center,20
2018-04-19,Ormsby Community Center,56
2018-04-19,West Penn Community Center,122
2018-04-18,Phillips Community Center,115
2018-04-18,Warrington Community Center,15
2018-04-18,Ammon Community Center,86
2018-04-18,Brookline Community Center,60
2018-04-18,Jefferson Community Center,43
2018-04-18,Magee Community Center,14
2018-04-18,Ormsby Community Center,59
2018-04-18,Paulson Community Center,20
2018-04-18,West Penn Community Center,75
2018-04-17,Warrington Community Center,35
2018-04-17,Phillips Community Center,73
2018-04-17,Ammon Community Center,94
2018-04-17,Magee Community Center,13
2018-04-17,Jefferson Community Center,27
2018-04-17,Brookline Community Center,31
2018-04-17,Paulson Community Center,17
2018-04-17,Ormsby Community Center,60
2018-04-17,West Penn Community Center,114
2018-04-16,Phillips Community Center,132
2018-04-16,Warrington Community Center,10
2018-04-16,Ammon Community Center,83
2018-04-16,Brookline Community Center,54
2018-04-16,Jefferson Community Center,35
2018-04-16,Magee Community Center,15
2018-04-16,Ormsby Community Center,52
2018-04-16,Paulson Community Center,21
2018-04-16,West Penn Community Center,42
2018-04-14,Magee Community Center,18
2018-04-14,Brookline Community Center,35
2018-04-14,West Penn Community Center,28
2018-04-13,Warrington Community Center,27
2018-04-13,Phillips Community Center,107
2018-04-13,Ammon Community Center,62
2018-04-13,Brookline Community Center,34
2018-04-13,Magee Community Center,35
2018-04-13,Paulson Community Center,18
2018-04-13,Ormsby Community Center,63
2018-04-13,West Penn Community Center,25
2018-04-12,Phillips Community Center,129
2018-04-12,Warrington Community Center,19
2018-04-12,Ammon Community Center,104
2018-04-12,Magee Community Center,24
2018-04-12,Brookline Community Center,42
2018-04-12,Jefferson Community Center,26
2018-04-12,Ormsby Community Center,51
2018-04-12,Paulson Community Center,24
2018-04-12,West Penn Community Center,104
2018-04-11,Warrington Community Center,47
2018-04-11,Phillips Community Center,168
2018-04-11,Ammon Community Center,79
2018-04-11,Jefferson Community Center,43
2018-04-11,Brookline Community Center,65
2018-04-11,Magee Community Center,18
2018-04-11,Paulson Community Center,36
2018-04-11,Ormsby Community Center,55
2018-04-11,West Penn Community Center,48
2018-04-10,Phillips Community Center,144
2018-04-10,Warrington Community Center,38
2018-04-10,Ammon Community Center,118
2018-04-10,Magee Community Center,42
2018-04-10,Brookline Community Center,37
2018-04-10,Jefferson Community Center,24
2018-04-10,Ormsby Community Center,58
2018-04-10,Paulson Community Center,22
2018-04-10,West Penn Community Center,55
2018-04-09,Warrington Community Center,23
2018-04-09,Phillips Community Center,125
2018-04-09,Ammon Community Center,121
2018-04-09,Jefferson Community Center,29
2018-04-09,Brookline Community Center,57
2018-04-09,Magee Community Center,36
2018-04-09,Paulson Community Center,21
2018-04-09,Ormsby Community Center,45
2018-04-09,West Penn Community Center,61
2018-04-07,Phillips Community Center,21
2018-04-07,Ammon Community Center,30
2018-04-07,Brookline Community Center,51
2018-04-07,West Penn Community Center,39
2018-04-06,Phillips Community Center,101
2018-04-06,Warrington Community Center,23
2018-04-06,Ammon Community Center,53
2018-04-06,Brookline Community Center,37
2018-04-06,Jefferson Community Center,29
2018-04-06,Magee Community Center,43
2018-04-06,Ormsby Community Center,71
2018-04-06,Paulson Community Center,21
2018-04-06,West Penn Community Center,48
2018-04-05,Warrington Community Center,7
2018-04-05,Phillips Community Center,112
2018-04-05,Ammon Community Center,55
2018-04-05,Magee Community Center,39
2018-04-05,Jefferson Community Center,41
2018-04-05,Brookline Community Center,42
2018-04-05,Paulson Community Center,21
2018-04-05,Ormsby Community Center,52
2018-04-05,West Penn Community Center,134
2018-04-04,Phillips Community Center,130
2018-04-04,Warrington Community Center,12
2018-04-04,Ammon Community Center,119
2018-04-04,Brookline Community Center,71
2018-04-04,Jefferson Community Center,43
2018-04-04,Magee Community Center,51
2018-04-04,Ormsby Community Center,63
2018-04-04,Paulson Community Center,17
2018-04-04,West Penn Community Center,27
2018-04-03,Warrington Community Center,7
2018-04-03,Phillips Community Center,89
2018-04-03,Ammon Community Center,115
2018-04-03,Magee Community Center,42
2018-04-03,Jefferson Community Center,31
2018-04-03,Brookline Community Center,77
2018-04-03,Paulson Community Center,20
2018-04-03,Ormsby Community Center,69
2018-04-03,West Penn Community Center,123
2018-04-02,Phillips Community Center,162
2018-04-02,Warrington Community Center,30
2018-04-02,Ammon Community Center,116
2018-04-02,Brookline Community Center,68
2018-04-02,Jefferson Community Center,31
2018-04-02,Magee Community Center,40
2018-04-02,Ormsby Community Center,31
2018-04-02,Paulson Community Center,18
2018-04-02,West Penn Community Center,63
2018-03-29,Warrington Community Center,16
2018-03-29,Phillips Community Center,83
2018-03-29,Ammon Community Center,26
2018-03-29,Magee Community Center,39
2018-03-29,Jefferson Community Center,18
2018-03-29,Brookline Community Center,40
2018-03-29,Paulson Community Center,16
2018-03-29,Ormsby Community Center,34
2018-03-29,West Penn Community Center,120
2018-03-28,Phillips Community Center,67
2018-03-28,Warrington Community Center,81
2018-03-28,Ammon Community Center,66
2018-03-28,Brookline Community Center,36
2018-03-28,Jefferson Community Center,31
2018-03-28,Magee Community Center,25
2018-03-28,Ormsby Community Center,31
